Marker file version: 1
Time format: Time
t	00:02:35.28370833	00:02:35.37718750	
b	00:02:35.37719792	00:02:35.39998958	
ih	00:02:35.40000000	00:02:35.64418750	
s	00:02:35.64419792	00:02:35.81510417	
t	00:02:35.81511458	00:02:35.86516667	
r	00:02:35.86517708	00:02:35.96522917	
ao	00:02:35.96523958	00:02:36.29044792	
ng	00:02:36.29045833	00:02:36.51275000	
ap	00:02:36.51276042	00:02:37.05683333	
ay	00:02:37.05684375	00:02:37.23492708	
m	00:02:37.23493750	00:02:37.41100000	
ey	00:02:37.41101042	00:02:37.67854167	
n	00:02:37.67855208	00:02:37.72670833	
aa	00:02:37.72671875	00:02:37.91606250	
t	00:02:37.91607292	00:02:38.04435417	
b	00:02:38.04436458	00:02:38.07600000	
ih	00:02:38.07601042	00:02:38.30604167	
w	00:02:38.30605208	00:02:38.37947917	
ih	00:02:38.37948958	00:02:38.56243750	
th	00:02:38.56244792	00:02:38.78614583	
y	00:02:38.78615625	00:02:38.86481250	
uw	00:02:38.86482292	00:02:39.19998958	
sp	00:02:39.20000000	00:02:39.50947917	
b	00:02:39.50948958	00:02:39.55147917	
ah	00:02:39.55148958	00:02:39.65962500	
ch	00:02:39.65963542	00:02:39.76506250	
uw	00:02:39.76507292	00:02:39.89998958	
g	00:02:39.90000000	00:02:39.92840625	
aa	00:02:39.92841667	00:02:40.08571875	
t	00:02:40.08572917	00:02:40.25273958	
uw	00:02:40.25275000	00:02:40.32964583	
hh	00:02:40.32965625	00:02:40.41011458	
ow	00:02:40.41012500	00:02:40.71317708	
l	00:02:40.71318750	00:02:40.82459375	
d	00:02:40.82460417	00:02:40.85091667	
ah	00:02:40.85092708	00:02:41.32582292	
n	00:02:41.32583333	00:02:41.52578125	
ap	00:02:41.52579167	00:02:41.99998958	
dh	00:02:42.00000000	00:02:42.08537500	
ey	00:02:42.08538542	00:02:42.22865625	
l	00:02:42.22866667	00:02:42.33991667	
s	00:02:42.33992708	00:02:42.55327083	
iy	00:02:42.55328125	00:02:43.23328125	
ih	00:02:43.23329167	00:02:43.47445833	
n	00:02:43.47446875	00:02:43.61466667	
t	00:02:43.61467708	00:02:43.69998958	
ah	00:02:43.70000000	00:02:44.54748958	
m	00:02:44.54750000	00:02:44.72510417	
sp	00:02:44.72511458	00:02:45.90983333	
ap	00:02:45.90984375	00:02:46.27125000	
sp	00:02:46.27126042	00:02:46.51610417	
ay	00:02:46.51611458	00:02:47.25312500	
n	00:02:47.25313542	00:02:47.42131250	
ow	00:02:47.42132292	00:02:48.54127083	
sp	00:02:48.54128125	00:02:48.92045833	
ap	00:02:48.92046875	00:02:49.47153125	
w	00:02:49.47154167	00:02:49.55016667	
eh	00:02:49.55017708	00:02:49.63755208	
l	00:02:49.63756250	00:02:49.69040625	
sh	00:02:49.69041667	00:02:49.92766667	
ow	00:02:49.92767708	00:02:50.29998958	
th	00:02:50.30000000	00:02:50.34768750	
eh	00:02:50.34769792	00:02:50.53323958	
m	00:02:50.53325000	00:02:50.69998958	
t	00:02:50.70000000	00:02:50.79998958	
uw	00:02:50.80000000	00:02:51.11020833	
g	00:02:51.11021875	00:02:51.14864583	
eh	00:02:51.14865625	00:02:51.51151042	
dh	00:02:51.51152083	00:02:51.57662500	
er	00:02:51.57663542	00:02:52.04081250	
k	00:02:52.04082292	00:02:52.08858333	
ao	00:02:52.08859375	00:02:52.24928125	
z	00:02:52.24929167	00:02:52.36643750	
iy	00:02:52.36644792	00:02:52.45715625	
uw	00:02:52.45716667	00:02:52.79998958	
l	00:02:52.80000000	00:02:52.97443750	
b	00:02:52.97444792	00:02:53.01002083	
iy	00:02:53.01003125	00:02:53.96435417	
n	00:02:53.96436458	00:02:54.15664583	
m	00:02:54.15665625	00:02:54.25700000	
ay	00:02:54.25701042	00:02:54.68773958	
hh	00:02:54.68775000	00:02:54.85726042	
aa	00:02:54.85727083	00:02:55.21681250	
r	00:02:55.21682292	00:02:55.42023958	
t	00:02:55.42025000	00:02:55.54636458	
sp	00:02:55.54637500	00:02:56.16644792	
ap	00:02:56.16645833	00:02:56.46088542	
b	00:02:56.46089583	00:02:56.48835417	
eh	00:02:56.48836458	00:02:56.73558333	
l	00:02:56.73559375	00:02:56.78862500	
iy	00:02:56.78863542	00:02:56.96027083	
v	00:02:56.96028125	00:02:57.04942708	
m	00:02:57.04943750	00:02:57.09998958	
iy	00:02:57.10000000	00:02:57.38221875	
y	00:02:57.38222917	00:02:57.45928125	
uw	00:02:57.45929167	00:02:57.75896875	
l	00:02:57.75897917	00:02:57.89998958	
b	00:02:57.90000000	00:02:57.93860417	
ih	00:02:57.93861458	00:02:58.80882292	
ih	00:02:58.80883333	00:02:58.85981250	
n	00:02:58.85982292	00:02:59.06018750	
m	00:02:59.06019792	00:02:59.21034375	
ay	00:02:59.21035417	00:02:59.67175000	
hh	00:02:59.67176042	00:02:59.82389583	
aa	00:02:59.82390625	00:03:00.11985417	
r	00:03:00.11986458	00:03:00.26740625	
t	00:03:00.26741667	00:03:00.39998958	
sp	00:03:00.40000000	00:03:00.73623958	
ap	00:03:00.73625000	00:03:00.99998958	
hh	00:03:01.00000000	00:03:01.05054167	
ao	00:03:01.05055208	00:03:01.33003125	
b	00:03:01.33004167	00:03:01.38906250	
iy	00:03:01.38907292	00:03:01.62417708	
th	00:03:01.62418750	00:03:01.68284375	
eh	00:03:01.68285417	00:03:01.76132292	
r	00:03:01.76133333	00:03:01.79998958	
ah	00:03:01.80000000	00:03:01.88484375	
f	00:03:01.88485417	00:03:01.97848958	
r	00:03:01.97850000	00:03:02.01953125	
aa	00:03:02.01954167	00:03:02.09998958	
m	00:03:02.10000000	00:03:02.27772917	
th	00:03:02.27773958	00:03:02.29998958	
ih	00:03:02.30000000	00:03:02.36706250	
s	00:03:02.36707292	00:03:02.58944792	
d	00:03:02.58945833	00:03:02.61561458	
ey	00:03:02.61562500	00:03:03.24151042	
ah	00:03:03.24152083	00:03:03.75353125	
n	00:03:03.75354167	00:03:03.89998958	
ap	00:03:03.90000000	00:03:04.48414583	
n	00:03:04.48415625	00:03:04.55198958	
aw	00:03:04.55200000	00:03:05.07996875	
ah	00:03:05.07997917	00:03:05.45527083	
n	00:03:05.45528125	00:03:05.52683333	
f	00:03:05.52684375	00:03:05.65392708	
ao	00:03:05.65393750	00:03:05.99998958	
eh	00:03:06.00000000	00:03:06.77906250	
v	00:03:06.77907292	00:03:06.82561458	
er	00:03:06.82562500	00:03:06.95971875	
m	00:03:06.95972917	00:03:07.09851042	
ao	00:03:07.09852083	00:03:08.74845833	
r	00:03:08.74846875	00:03:08.94031250	
sp	00:03:08.94032292	00:03:12.19998958	
y	00:03:12.20000000	00:03:12.34080208	
uw	00:03:12.34081250	00:03:12.75230208	
l	00:03:12.75231250	00:03:12.88253125	
b	00:03:12.88254167	00:03:12.90871875	
iy	00:03:12.90872917	00:03:13.81936458	
ih	00:03:13.81937500	00:03:13.89144792	
n	00:03:13.89145833	00:03:14.07717708	
m	00:03:14.07718750	00:03:14.19998958	
ay	00:03:14.20000000	00:03:14.62223958	
hh	00:03:14.62225000	00:03:14.79998958	
aa	00:03:14.80000000	00:03:15.15746875	
r	00:03:15.15747917	00:03:15.31457292	
t	00:03:15.31458333	00:03:15.57855208	
sp	00:03:15.57856250	00:03:16.50317708	
ap	00:03:16.50318750	00:03:16.87118750	
n	00:03:16.87119792	00:03:16.93225000	
ow	00:03:16.93226042	00:03:17.09998958	
m	00:03:17.10000000	00:03:17.22007292	
ah	00:03:17.22008333	00:03:17.62001042	
t	00:03:17.62002083	00:03:17.65751042	
er	00:03:17.65752083	00:03:18.09998958	
w	00:03:18.10000000	00:03:18.15114583	
ah	00:03:18.15115625	00:03:18.81213542	
t	00:03:18.81214583	00:03:19.07117708	
dh	00:03:19.07118750	00:03:19.11395833	
ey	00:03:19.11396875	00:03:19.54325000	
s	00:03:19.54326042	00:03:19.74171875	
ey	00:03:19.74172917	00:03:20.39998958	
sp	00:03:20.40000000	00:03:21.79998958	
y	00:03:21.80000000	00:03:21.90773958	
uw	00:03:21.90775000	00:03:21.99998958	
l	00:03:22.00000000	00:03:22.15353125	
b	00:03:22.15354167	00:03:22.18288542	
iy	00:03:22.18289583	00:03:22.41528125	
hh	00:03:22.41529167	00:03:22.55330208	
er	00:03:22.55331250	00:03:23.11744792	
ah	00:03:23.11745833	00:03:23.67672917	
n	00:03:23.67673958	00:03:23.92265625	
m	00:03:23.92266667	00:03:24.05853125	
ay	00:03:24.05854167	00:03:24.53238542	
hh	00:03:24.53239583	00:03:24.66932292	
aa	00:03:24.66933333	00:03:25.11440625	
r	00:03:25.11441667	00:03:25.32061458	
t	00:03:25.32062500	00:03:25.49934375	
sp	00:03:25.49935417	00:03:26.39686458	
ap	00:03:26.39687500	00:03:26.79998958	
hh	00:03:26.80000000	00:03:26.91648958	
ao	00:03:26.91650000	00:03:27.27326042	
l	00:03:27.27327083	00:03:27.41246875	
w	00:03:27.41247917	00:03:27.49034375	
ey	00:03:27.49035417	00:03:28.33030208	
z	00:03:28.33031250	00:03:28.59998958	
sp	00:03:28.60000000	00:03:32.23485417	
ao	00:03:32.23486458	00:03:32.73538542	
l	00:03:32.73539583	00:03:32.90383333	
w	00:03:32.90384375	00:03:32.99998958	
ey	00:03:33.00000000	00:03:33.91120833	
z	00:03:33.91121875	00:03:34.21375000	
sp	00:03:34.21376042	00:03:36.11186458	
ap	00:03:36.11187500	00:03:36.70980208	
hh	00:03:36.70981250	00:03:36.79998958	
ay	00:03:36.80000000	00:03:37.06281250	
l	00:03:37.06282292	00:03:37.17889583	
b	00:03:37.17890625	00:03:37.21533333	
ih	00:03:37.21534375	00:03:37.39998958	
w	00:03:37.40000000	00:03:37.48197917	
ih	00:03:37.48198958	00:03:37.66881250	
th	00:03:37.66882292	00:03:37.85435417	
iy	00:03:37.85436458	00:03:37.99998958	
uw	00:03:38.00000000	00:03:38.73093750	
sp	00:03:38.73094792	00:03:41.33038542	
ap	00:03:41.33039583	00:03:41.70606250	
hh	00:03:41.70607292	00:03:41.78512500	
ay	00:03:41.78513542	00:03:41.92002083	
l	00:03:41.92003125	00:03:41.97314583	
b	00:03:41.97315625	00:03:41.99998958	
iy	00:03:42.00000000	00:03:42.13844792	
th	00:03:42.13845833	00:03:42.17978125	
eh	00:03:42.17979167	00:03:42.46962500	
r	00:03:42.46963542	00:03:42.55471875	
f	00:03:42.55472917	00:03:42.68348958	
ao	00:03:42.68350000	00:03:42.87358333	
r	00:03:42.87359375	00:03:42.96091667	
y	00:03:42.96092708	00:03:43.02192708	
uw	00:03:43.02193750	00:03:43.17555208	
ah	00:03:43.17556250	00:03:43.39998958	
l	00:03:43.40000000	00:03:43.47957292	
w	00:03:43.47958333	00:03:43.56885417	
ey	00:03:43.56886458	00:03:43.99998958	
z	00:03:44.00000000	00:03:44.19998958	
sp	00:03:44.20000000	00:03:45.25836458	
ap	00:03:45.25837500	00:03:45.64295833	
hh	00:03:45.64296875	00:03:45.69693750	
ao	00:03:45.69694792	00:03:45.91210417	
l	00:03:45.91211458	00:03:46.14791667	
w	00:03:46.14792708	00:03:46.21641667	
ey	00:03:46.21642708	00:03:46.56420833	
z	00:03:46.56421875	00:03:46.65281250	
ae	00:03:46.65282292	00:03:46.73893750	
n	00:03:46.73894792	00:03:46.81527083	
d	00:03:46.81528125	00:03:46.83772917	
ao	00:03:46.83773958	00:03:47.02485417	
l	00:03:47.02486458	00:03:47.22393750	
w	00:03:47.22394792	00:03:47.30056250	
ey	00:03:47.30057292	00:03:47.84066667	
z	00:03:47.84067708	00:03:48.08854167	
sp	00:03:48.08855208	00:03:50.64837500	
ap	00:03:50.64838542	00:03:51.07914583	
jh	00:03:51.07915625	00:03:51.16671875	
ah	00:03:51.16672917	00:03:51.24227083	
s	00:03:51.24228125	00:03:51.39998958	
t	00:03:51.40000000	00:03:51.44163542	
l	00:03:51.44164583	00:03:51.48439583	
uh	00:03:51.48440625	00:03:51.55695833	
k	00:03:51.55696875	00:03:51.73207292	
g	00:03:51.73208333	00:03:51.76362500	
ow	00:03:51.76363542	00:03:52.32888542	
v	00:03:52.32889583	00:03:52.39998958	
er	00:03:52.40000000	00:03:52.69998958	
y	00:03:52.70000000	00:03:52.75452083	
er	00:03:52.75453125	00:03:52.81836458	
sh	00:03:52.81837500	00:03:53.02297917	
ow	00:03:53.02298958	00:03:53.25423958	
l	00:03:53.25425000	00:03:53.29998958	
d	00:03:53.30000000	00:03:53.33092708	
er	00:03:53.33093750	00:03:53.69998958	
sp	00:03:53.70000000	00:03:55.60248958	
ap	00:03:55.60250000	00:03:56.07948958	
jh	00:03:56.07950000	00:03:56.14859375	
ah	00:03:56.14860417	00:03:56.22951042	
s	00:03:56.22952083	00:03:56.37717708	
t	00:03:56.37718750	00:03:56.41192708	
l	00:03:56.41193750	00:03:56.45861458	
uh	00:03:56.45862500	00:03:56.56061458	
k	00:03:56.56062500	00:03:56.70997917	
g	00:03:56.70998958	00:03:56.73867708	
ow	00:03:56.73868750	00:03:57.32117708	
v	00:03:57.32118750	00:03:57.37384375	
er	00:03:57.37385417	00:03:57.62137500	
y	00:03:57.62138542	00:03:57.66829167	
er	00:03:57.66830208	00:03:57.77444792	
sh	00:03:57.77445833	00:03:57.97980208	
ow	00:03:57.97981250	00:03:58.22151042	
l	00:03:58.22152083	00:03:58.25991667	
d	00:03:58.25992708	00:03:58.29055208	
er	00:03:58.29056250	00:03:58.64933333	
sp	00:03:58.64934375	00:04:00.59998958	
ap	00:04:00.60000000	00:04:00.99998958	
jh	00:04:01.00000000	00:04:01.06926042	
ah	00:04:01.06927083	00:04:01.16168750	
s	00:04:01.16169792	00:04:01.31531250	
t	00:04:01.31532292	00:04:01.35077083	
l	00:04:01.35078125	00:04:01.38702083	
uh	00:04:01.38703125	00:04:01.46308333	
k	00:04:01.46309375	00:04:01.65145833	
g	00:04:01.65146875	00:04:01.68610417	
ow	00:04:01.68611458	00:04:02.25114583	
v	00:04:02.25115625	00:04:02.31175000	
er	00:04:02.31176042	00:04:02.57402083	
y	00:04:02.57403125	00:04:02.63470833	
er	00:04:02.63471875	00:04:02.75327083	
sh	00:04:02.75328125	00:04:02.95493750	
ow	00:04:02.95494792	00:04:03.19998958	
l	00:04:03.20000000	00:04:03.24822917	
d	00:04:03.24823958	00:04:03.27158333	
er	00:04:03.27159375	00:04:03.59998958	
ap	00:04:03.60000000	00:04:04.45475000	
ay	00:04:04.45476042	00:04:04.83688542	
l	00:04:04.83689583	00:04:05.03932292	
b	00:04:05.03933333	00:04:05.07907292	
iy	00:04:05.07908333	00:04:05.34948958	
dh	00:04:05.34950000	00:04:05.39998958	
eh	00:04:05.40000000	00:04:06.03055208	
r	00:04:06.03056250	00:04:06.19998958	
hh	00:04:06.20000000	00:04:06.45353125	
ae	00:04:06.45354167	00:04:06.86996875	
l	00:04:06.86997917	00:04:06.95263542	
w	00:04:06.95264583	00:04:07.04663542	
ey	00:04:07.04664583	00:04:08.09560417	
z	00:04:08.09561458	00:04:08.42045833	
sp	00:04:08.42046875	00:04:09.22441667	
